Season,WTeamID,LTeamID,TeamID_W,Team_W,AdjOE_W,AdjDE_W,BARTHAG_W,EFG%_W,EFGD%_W,TOR_W,TORD_W,ORB_W,DRB_W,ADJ T_W,WAB_W,TeamID_L,Team_L,AdjOE_L,AdjDE_L,BARTHAG_L,EFG%_L,EFGD%_L,TOR_L,TORD_L,ORB_L,DRB_L,ADJ T_L,WAB_L
2012,1140,1233,1140.0,BYU,104.897,93.8644,0.782096,52.0,47.7,18.1,21.5,30.0,26.8,71.8099,0.415546,1233.0,Iona,114.703,103.665,0.761985,56.5,51.1,17.4,22.2,32.1,32.3,69.9811,0.194263
2012,1378,1143,1378.0,South Florida,103.359,90.065,0.82967,48.3,44.1,22.5,18.6,34.1,30.5,58.4835,0.0109409,1143.0,California,110.238,94.7578,0.850706,51.7,46.5,18.2,19.4,32.0,27.2,65.7169,1.82111
2012,1436,1249,1436.0,Vermont,103.881,100.071,0.605816,49.3,45.5,19.4,19.7,34.3,30.6,62.2465,-5.35851,1249.0,Lamar,106.013,102.382,0.598878,46.2,46.9,17.5,20.1,37.6,30.5,66.2145,-4.20106
2012,1160,1424,1160.0,Colorado,105.027,94.6127,0.768693,49.5,46.9,19.6,18.4,29.2,28.8,64.9213,-0.280254,1424.0,UNLV,109.159,93.2956,0.858857,52.7,46.3,19.2,21.3,32.2,30.2,68.9709,2.82548
2012,1211,1452,1211.0,Gonzaga,113.391,95.187,0.882102,53.5,46.6,19.7,19.4,34.6,28.0,64.7772,2.12507,1452.0,West Virginia,111.436,97.8459,0.816932,48.3,49.8,19.2,20.2,40.9,30.1,64.2966,-0.199738
2012,1257,1172,1257.0,Louisville,105.671,86.3945,0.910212,47.3,43.3,20.7,22.9,35.7,33.9,65.8676,5.51515,1172.0,Davidson,111.783,100.092,0.780815,50.9,47.2,17.2,17.5,35.0,27.0,67.2604,-0.320623
2012,1266,1140,1266.0,Marquette,111.239,92.081,0.897858,50.1,45.4,18.6,23.3,33.9,35.3,69.9733,6.07573,1140.0,BYU,104.897,93.8644,0.782096,52.0,47.7,18.1,21.5,30.0,26.8,71.8099,0.415546
2012,1393,1421,1393.0,Syracuse,117.687,93.0345,0.937214,52.1,44.2,16.1,24.4,36.3,39.6,64.63,10.8106,1421.0,UNC Asheville,108.795,104.822,0.605356,52.6,51.3,19.2,22.2,32.9,35.2,68.2024,-3.22831
2012,1435,1217,1435.0,Vanderbilt,116.342,94.4468,0.916651,54.1,46.9,20.0,19.0,32.2,31.7,64.9274,4.02971,1217.0,Harvard,108.703,95.0115,0.824645,52.5,45.4,20.4,20.0,30.7,26.9,60.2773,2.33415
2012,1458,1285,1458.0,Wisconsin,114.156,90.4492,0.935654,50.1,42.5,15.0,18.2,30.6,27.8,57.4937,4.81773,1285.0,Montana,102.426,96.4482,0.66631,52.5,45.3,18.5,22.1,27.4,31.6,64.5465,-1.54455
2012,1153,1400,1153.0,Cincinnati,110.709,92.8693,0.882952,48.0,46.2,16.8,21.5,35.7,34.4,63.2028,2.98871,1400.0,Texas,111.576,97.8866,0.818364,48.5,46.9,18.6,20.1,38.5,34.5,64.6667,0.831501
2012,1166,1104,1166.0,Creighton,119.396,103.671,0.835359,57.8,49.6,17.7,15.3,30.8,26.1,66.0612,4.76574,1104.0,Alabama,105.528,89.7105,0.866159,49.1,43.7,20.2,21.2,33.5,31.6,61.7911,1.55705
