Season,WTeamID,LTeamID,TeamID_W,Team_W,AdjOE_W,AdjDE_W,BARTHAG_W,EFG%_W,EFGD%_W,TOR_W,TORD_W,ORB_W,DRB_W,ADJ T_W,WAB_W,TeamID_L,Team_L,AdjOE_L,AdjDE_L,BARTHAG_L,EFG%_L,EFGD%_L,TOR_L,TORD_L,ORB_L,DRB_L,ADJ T_L,WAB_L
2011,1155,1412,1155.0,Clemson,110.452,91.7979,0.893537,50.3,45.6,20.1,23.2,34.2,32.5,63.4014,0.51484,1412.0,UAB,108.384,96.7078,0.787651,50.8,45.9,19.3,19.2,33.4,30.6,61.6705,-0.0692343
2011,1421,1114,1421.0,UNC Asheville,99.813,100.077,0.492396,48.9,47.9,21.2,24.0,31.4,36.0,68.0015,-7.9984,1114.0,Little Rock,100.895,105.816,0.366424,47.8,50.4,18.0,20.8,29.0,31.5,63.9235,-10.9046
2011,1427,1106,1427.0,UTSA,102.899,105.695,0.42353,49.0,49.1,19.7,19.9,29.9,33.4,66.5051,-9.07743,1106.0,Alabama St.,92.6486,106.713,0.164471,44.2,46.7,23.4,23.3,35.9,33.3,63.5312,-12.8919
2011,1433,1425,1433.0,VCU,112.63,99.8674,0.799476,51.1,49.2,17.1,22.1,30.9,36.4,65.1161,-1.92985,1425.0,USC,107.874,93.629,0.835986,49.9,46.2,17.8,18.4,29.9,28.5,61.8073,-1.71414
2011,1139,1330,1139.0,Butler,112.201,95.9661,0.857831,49.8,48.1,16.9,18.9,33.2,28.1,63.2687,-0.376352,1330.0,Old Dominion,109.934,96.35,0.820056,48.5,47.3,20.6,19.0,45.4,28.2,60.1913,2.3607
2011,1140,1459,1140.0,BYU,117.187,95.2339,0.915716,51.6,46.7,15.2,20.2,30.8,28.5,70.022,7.24233,1459.0,Wofford,112.329,103.44,0.720728,53.0,49.8,18.0,20.2,34.1,32.4,63.3184,-4.52493
2011,1153,1281,1153.0,Cincinnati,111.438,92.6434,0.893228,49.4,45.8,17.9,22.0,38.2,31.0,62.704,3.22466,1281.0,Missouri,113.716,98.2894,0.842447,51.5,49.3,17.0,24.6,33.4,36.9,70.4168,1.31734
2011,1163,1137,1163.0,Connecticut,115.783,93.618,0.920102,48.2,44.5,17.1,17.4,38.7,34.1,64.1884,6.76529,1137.0,Bucknell,104.282,98.0602,0.66984,50.9,45.4,16.9,17.7,25.2,29.0,64.5542,-2.10574
2011,1196,1364,1196.0,Florida,116.421,95.3957,0.908095,52.1,47.2,18.7,19.1,37.2,30.0,62.4251,5.23493,1364.0,UC Santa Barbara,102.683,100.702,0.555772,51.6,47.3,21.9,20.0,28.2,31.9,64.3001,-6.67969
2011,1211,1385,1211.0,Gonzaga,111.723,94.4179,0.873836,52.5,47.2,19.8,20.8,35.7,28.2,66.6493,0.355287,1385.0,St. John's,112.195,94.9457,0.872105,49.5,50.8,18.5,24.1,32.5,33.1,65.5159,3.0779
2011,1243,1429,1243.0,Kansas St.,112.583,93.1194,0.898691,49.6,47.3,21.3,22.2,40.9,30.9,66.8158,1.98456,1429.0,Utah St.,110.623,91.8857,0.894179,52.2,43.4,18.4,18.8,34.0,26.0,61.8866,3.82997
2011,1246,1343,1246.0,Kentucky,119.308,93.3652,0.94373,52.3,44.2,16.1,18.2,34.3,30.7,64.8352,5.16692,1343.0,Princeton,107.23,98.6302,0.7234,52.0,47.1,18.7,18.3,31.1,26.9,62.4115,-0.110237
2011,1287,1257,1287.0,Morehead St.,105.083,99.8368,0.643131,50.6,49.6,23.3,22.6,41.1,27.8,63.0508,-3.42583,1257.0,Louisville,111.798,90.6009,0.918162,52.6,44.5,19.0,23.4,34.8,35.2,66.5853,4.55588
2011,1338,1421,1338.0,Pittsburgh,119.756,94.0806,0.941311,52.9,45.1,18.4,17.5,42.9,28.6,62.1525,7.49206,1421.0,UNC Asheville,99.813,100.077,0.492396,48.9,47.9,21.2,24.0,31.4,36.0,68.0015,-7.9984
2011,1350,1435,1350.0,Richmond,112.311,97.6339,0.833481,53.1,45.1,16.3,19.4,28.6,33.4,61.8579,1.83305,1435.0,Vanderbilt,116.998,99.299,0.868325,52.9,46.0,19.0,17.5,32.9,32.1,66.3105,1.80023
2011,1361,1294,1361.0,San Diego St.,113.722,90.9329,0.929025,50.5,44.1,16.9,19.4,37.5,29.8,62.1511,8.73689,1294.0,Northern Colorado,105.924,102.656,0.589121,49.8,48.8,21.6,20.1,35.3,29.0,66.073,-4.46272
2011,1396,1336,1396.0,Temple,110.216,94.5608,0.853438,50.0,46.3,16.3,19.9,32.1,28.7,64.0903,2.19486,1336.0,Penn St.,113.119,97.9588,0.839531,50.1,50.7,17.6,18.0,32.2,30.2,59.3638,1.46772
2011,1417,1277,1417.0,UCLA,109.207,94.5566,0.839767,50.2,46.3,21.9,17.9,36.1,31.5,65.1464,1.30895,1277.0,Michigan St.,109.177,95.2197,0.828208,48.6,47.8,20.1,18.0,34.6,28.8,65.1413,1.97302
2011,1452,1155,1452.0,West Virginia,115.534,95.2185,0.902387,48.5,45.9,18.8,18.6,40.2,35.5,62.1439,2.92742,1155.0,Clemson,110.452,91.7979,0.893537,50.3,45.6,20.1,23.2,34.2,32.5,63.4014,0.51484
2011,1458,1125,1458.0,Wisconsin,123.053,97.8279,0.933277,51.8,48.2,13.1,16.8,33.8,27.1,56.49,5.63691,1125.0,Belmont,111.629,94.8727,0.866501,54.2,46.1,19.7,27.3,37.4,32.1,67.9089,1.11512
2011,1112,1272,1112.0,Arizona,118.691,98.0063,0.900446,54.1,48.6,18.8,18.5,34.0,29.2,64.8621,4.62388,1272.0,Memphis,104.775,97.2866,0.701158,50.5,46.8,21.9,21.3,35.3,35.0,67.6767,0.0735346
2011,1181,1214,1181.0,Duke,120.595,91.4723,0.960021,53.7,44.5,17.2,21.0,35.1,33.2,68.4869,9.28864,1214.0,Hampton,94.2248,99.2604,0.354634,45.9,43.1,18.0,22.8,29.3,35.9,65.6448,-5.43245
