Season,WTeamID,LTeamID,TeamID_W,Team_W,AdjOE_W,AdjDE_W,BARTHAG_W,EFG%_W,EFGD%_W,TOR_W,TORD_W,ORB_W,DRB_W,ADJ T_W,WAB_W,TeamID_L,Team_L,AdjOE_L,AdjDE_L,BARTHAG_L,EFG%_L,EFGD%_L,TOR_L,TORD_L,ORB_L,DRB_L,ADJ T_L,WAB_L
2013,1112,1125,1112.0,Arizona,115.655,93.7451,0.917994,52.5,46.6,19.5,19.8,35.0,26.7,65.4705,4.58095,1125.0,Belmont,110.348,97.4142,0.807468,56.5,48.0,19.6,25.0,29.7,34.2,66.0018,0.348038
2013,1139,1137,1139.0,Butler,110.359,94.55,0.855452,50.7,46.7,20.2,17.4,35.9,26.3,63.3078,4.79787,1137.0,Bucknell,106.143,94.4384,0.793099,49.6,42.5,15.1,14.1,29.3,24.3,62.0692,1.24927
2013,1143,1424,1143.0,California,106.529,93.8626,0.810871,48.0,44.3,18.9,16.8,32.5,30.7,65.1687,0.518955,1424.0,UNLV,105.866,89.8038,0.869013,48.9,44.1,20.2,18.5,33.3,27.1,67.9506,1.83159
2013,1217,1307,1217.0,Harvard,106.694,101.274,0.645536,54.3,49.2,20.8,20.9,25.6,31.4,63.401,-2.50952,1307.0,New Mexico,108.215,92.566,0.857689,48.4,45.9,17.6,19.5,29.3,27.6,64.0999,6.99381
2013,1266,1172,1266.0,Marquette,114.014,94.6874,0.894354,49.6,46.2,20.9,19.5,38.4,33.1,63.2671,4.46165,1172.0,Davidson,112.145,99.5008,0.798298,53.1,45.3,17.0,18.8,29.0,28.5,63.9154,-1.24957
2013,1393,1285,1393.0,Syracuse,113.842,88.4496,0.947964,49.0,42.6,18.9,23.6,38.8,34.5,64.0164,5.12439,1285.0,Montana,103.028,103.071,0.498809,52.9,48.6,19.1,18.3,25.1,30.5,62.5573,-1.24648
2013,1433,1103,1433.0,VCU,115.01,93.4233,0.916104,51.3,49.9,16.9,28.5,36.6,34.7,66.786,2.70952,1103.0,Akron,104.792,95.718,0.739147,51.0,44.6,20.8,20.2,37.6,30.5,65.1137,0.557875
2013,1166,1153,1166.0,Creighton,117.651,96.433,0.9078,58.2,45.9,18.9,16.1,28.8,27.2,63.8818,3.59656,1153.0,Cincinnati,105.544,89.8601,0.864134,46.2,43.3,19.4,20.3,38.7,29.8,64.1509,1.68697
2013,1228,1160,1228.0,Illinois,110.835,94.2458,0.865825,47.5,48.7,17.6,21.7,33.6,33.0,64.7437,2.37907,1160.0,Colorado,106.079,91.6942,0.842348,48.3,45.9,20.0,19.4,33.6,30.4,64.1924,1.42056
2013,1231,1241,1231.0,Indiana,121.987,91.1856,0.965996,54.7,44.0,19.3,20.9,39.0,31.4,66.4281,7.73016,1241.0,James Madison,99.9201,100.786,0.475217,47.6,48.7,17.2,21.1,29.6,31.1,62.833,-8.64954
