Season,WTeamID,LTeamID,TeamID_W,Team_W,AdjOE_W,AdjDE_W,BARTHAG_W,EFG%_W,EFGD%_W,TOR_W,TORD_W,ORB_W,DRB_W,ADJ T_W,WAB_W,TeamID_L,Team_L,AdjOE_L,AdjDE_L,BARTHAG_L,EFG%_L,EFGD%_L,TOR_L,TORD_L,ORB_L,DRB_L,ADJ T_L,WAB_L
2018,1347,1254,1347.0,Radford,101.76,103.174,0.460395,49.3,50.1,18.7,20.2,32.0,28.0,62.9578,-6.48861,1254.0,LIU,102.197,110.215,0.295526,52.1,50.0,19.5,16.5,29.4,29.8,71.5853,-13.1306
2018,1382,1417,1382.0,St. Bonaventure,109.913,100.026,0.747239,51.6,49.0,16.3,20.4,29.3,29.1,69.2018,1.43191,1417.0,UCLA,114.222,101.572,0.794106,53.7,49.1,16.6,14.5,28.5,26.9,70.2712,-0.0301571
2018,1393,1113,1393.0,Syracuse,106.303,92.4041,0.833607,46.9,46.2,19.1,19.5,34.7,30.4,62.7623,-0.422861,1113.0,Arizona St.,116.117,102.458,0.808336,53.8,50.6,14.7,20.4,28.0,30.6,71.512,-1.20356
2018,1411,1300,1411.0,Texas Southern,104.997,112.603,0.309127,50.5,51.2,17.2,16.2,28.5,32.5,71.4248,-10.8557,1300.0,North Carolina Central,95.3456,110.527,0.154582,50.4,48.5,20.8,16.8,32.9,29.7,65.1491,-11.9984
2018,1104,1439,1104.0,Alabama,108.188,95.7315,0.803248,51.9,47.8,20.3,18.7,29.4,30.9,68.6778,-1.12805,1439.0,Virginia Tech,115.504,98.9364,0.855758,57.7,50.4,17.0,18.6,23.9,29.4,69.0188,1.34091
2018,1138,1112,1138.0,Buffalo,114.864,103.071,0.776582,54.8,48.8,16.5,18.1,31.9,29.1,72.6062,-1.2915,1112.0,Arizona,117.195,100.731,0.850795,56.3,49.9,17.5,16.7,33.2,25.1,67.0922,3.78674
2018,1181,1233,1181.0,Duke,122.684,93.3261,0.958727,55.9,46.4,17.5,17.3,38.8,30.0,69.7255,6.636,1233.0,Iona,109.24,107.949,0.534126,53.9,52.5,16.0,18.8,24.5,30.8,70.2751,-7.26155
2018,1196,1382,1196.0,Florida,115.587,94.2446,0.912731,50.8,48.7,14.3,20.0,28.7,30.5,67.2723,1.4067,1382.0,St. Bonaventure,109.913,100.026,0.747239,51.6,49.0,16.3,20.4,29.3,29.1,69.2018,1.43191
2018,1211,1422,1211.0,Gonzaga,117.589,95.2249,0.918789,57.0,47.1,16.1,17.4,33.0,23.1,69.3522,4.86333,1422.0,UNC Greensboro,103.7,95.4847,0.720953,51.7,47.5,19.8,21.4,33.7,23.9,65.0084,-1.54402
2018,1222,1361,1222.0,Houston,115.212,94.334,0.908816,53.3,45.5,17.5,19.1,33.8,25.8,68.2472,2.4666,1361.0,San Diego St.,110.454,95.1492,0.84752,51.7,48.6,17.0,19.0,31.6,25.0,68.8146,-1.56807
2018,1242,1335,1242.0,Kansas,122.491,96.7024,0.938117,57.5,49.1,16.6,18.2,29.4,31.2,68.6924,8.16579,1335.0,Penn,104.045,97.9771,0.666205,52.9,47.0,16.6,17.0,23.8,22.6,68.8955,-3.29422
2018,1246,1172,1246.0,Kentucky,116.151,95.9965,0.899495,51.8,46.8,18.6,16.8,35.7,31.0,68.7845,4.30065,1172.0,Davidson,117.322,102.723,0.821729,57.4,51.2,14.5,16.2,22.6,23.4,64.327,-2.83766
2018,1260,1274,1260.0,Loyola Chicago,110.788,95.7288,0.842923,57.7,47.4,19.1,19.4,22.1,25.9,65.1989,1.98501,1274.0,Miami FL,113.536,96.8301,0.861807,53.1,49.0,16.8,18.8,29.1,28.2,66.9918,2.69032
2018,1276,1285,1276.0,Michigan,114.748,90.7147,0.937185,53.9,47.7,14.0,19.5,25.5,24.9,64.6823,6.87708,1285.0,Montana,107.044,98.7534,0.716487,51.2,48.4,17.4,21.2,33.5,26.1,67.8775,-1.11783
2018,1326,1355,1326.0,Ohio St.,116.29,94.628,0.91455,54.1,48.7,17.1,17.9,30.2,25.2,66.9519,4.51356,1355.0,South Dakota St.,114.17,101.285,0.798531,54.3,50.0,14.0,14.2,24.6,23.3,70.3298,0.644992
2018,1348,1328,1348.0,Rhode Island,109.971,97.6316,0.797163,51.1,50.4,15.3,22.6,31.0,28.2,68.4115,1.62457,1328.0,Oklahoma,114.878,99.7886,0.834706,53.5,51.0,17.3,16.8,28.4,30.0,75.528,1.0813
2018,1371,1301,1371.0,Seton Hall,118.199,98.5499,0.89,52.9,50.3,17.8,17.7,34.3,28.4,69.467,2.49739,1301.0,N.C. State,116.027,101.734,0.819317,53.4,51.6,16.8,20.4,33.4,32.0,71.5733,0.870014
