Team,AdjOE,AdjDE,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,DRB,ADJ T,Season,WAB
UC Santa Barbara,110.555,104.581,0.654491,52.1,46.4,18.1,16.8,36.1,32.6,63.4091,2012,-3.45578
Arkansas Pine Bluff,92.8351,112.515,0.0987702,45.5,50.7,22.4,21.5,31.5,35.2,65.1946,2012,-16.2047
Portland St.,107.102,110.875,0.401768,53.1,51.4,20.2,16.0,32.4,31.5,66.1489,2012,-8.95923
Indiana,121.159,98.184,0.91819,55.2,48.1,19.2,20.0,35.3,31.3,66.5889,2012,5.73402
Louisiana,94.1403,96.9074,0.417474,47.2,45.2,23.0,19.4,32.8,31.0,68.7409,2012,0.0
Central Michigan,96.7934,106.171,0.256646,45.3,50.0,18.8,22.5,31.6,35.3,63.9762,2012,-13.6505
Brown,94.8251,110.39,0.148315,47.1,52.2,19.1,17.7,24.7,30.6,64.1011,2012,-16.9798
Wright St.,94.492,99.4967,0.355829,45.7,52.3,21.8,25.5,25.0,30.0,62.4539,2012,-10.8137
UC Irvine,96.8049,105.483,0.27145,48.3,47.9,21.1,18.2,30.0,33.2,68.6425,2012,-12.0588
Montana,102.426,96.4482,0.66631,52.5,45.3,18.5,22.1,27.4,31.6,64.5465,2012,-1.54455
UAB,100.572,97.7012,0.582495,47.7,46.6,22.8,18.8,34.8,31.3,61.2026,2012,-5.68444
Tulane,98.933,100.891,0.443892,47.3,47.9,19.8,21.9,30.4,29.4,64.3578,2012,-9.41143
FIU,99.1044,104.899,0.3422,46.4,49.8,22.3,21.1,32.5,35.8,63.6703,2012,-13.2174
BYU,104.897,93.8644,0.782096,52.0,47.7,18.1,21.5,30.0,26.8,71.8099,2012,0.415546
Illinois Chicago,97.8124,109.29,0.218234,45.7,51.8,22.6,18.0,34.0,31.4,63.989,2012,-14.3769
Xavier,108.208,96.8225,0.782205,49.7,45.6,18.5,18.4,31.9,30.2,66.4598,2012,0.697422
Charlotte,100.396,98.2484,0.561861,46.9,48.9,20.2,20.9,30.0,30.5,67.4546,2012,-6.99566
Canisius,96.2562,112.828,0.138619,46.2,51.7,21.6,18.4,33.9,36.5,65.4912,2012,-18.9729
Wake Forest,103.057,105.061,0.44487,47.9,50.2,19.1,18.2,25.8,33.6,66.0726,2012,-8.1072
Florida Atlantic,101.295,104.033,0.423917,46.7,48.3,18.5,21.0,32.7,34.8,63.6936,2012,-10.5829
Northeastern,100.313,102.702,0.432746,48.2,49.2,24.1,22.1,34.1,34.5,63.5636,2012,-8.26456
Robert Morris,104.625,101.391,0.589304,47.7,49.6,21.1,23.8,40.2,30.9,62.8332,2012,-2.69195
Seattle,99.0328,102.762,0.395304,48.5,49.9,19.9,20.1,33.7,29.6,74.1462,2012,-10.2468
Villanova,109.698,99.3851,0.756837,46.5,47.5,20.4,17.2,37.6,32.0,67.1858,2012,-5.21153
Howard,90.9358,106.204,0.143705,42.4,49.9,25.0,20.9,34.9,33.2,65.4301,2012,-13.8311
Utah St.,107.441,102.916,0.621246,53.0,47.0,19.2,16.9,30.1,32.5,62.1057,2012,-8.28452
Marist,98.8969,106.002,0.310473,47.4,51.5,21.7,19.4,31.1,32.8,67.5829,2012,-11.2617
Toledo,104.008,105.602,0.456374,50.6,49.6,20.7,21.2,31.6,36.8,65.6397,2012,-10.7315
Denver,110.344,99.8383,0.75962,57.3,48.4,19.5,23.6,23.5,32.6,60.2054,2012,-2.98131
Cal St. Northridge,98.6857,112.754,0.177614,42.7,54.3,20.1,21.6,34.6,36.2,68.073,2012,-15.726
