Season,WTeamID,LTeamID,TeamID_W,Team_W,AdjOE_W,AdjDE_W,BARTHAG_W,EFG%_W,EFGD%_W,TOR_W,TORD_W,ORB_W,DRB_W,ADJ T_W,WAB_W,TeamID_L,Team_L,AdjOE_L,AdjDE_L,BARTHAG_L,EFG%_L,EFGD%_L,TOR_L,TORD_L,ORB_L,DRB_L,ADJ T_L,WAB_L
2021,1179,1455,1179.0,Drake,110.741,100.586,0.751383,53.4,48.3,15.3,18.4,32.0,25.2,66.1929,1.78142,1455.0,Wichita St.,108.358,97.3197,0.774789,47.1,47.0,15.8,18.2,29.8,33.3,67.0127,1.3027
2021,1313,1111,1313.0,Norfolk St.,98.2106,102.225,0.386816,48.7,47.5,17.6,20.5,27.7,29.3,67.5873,-5.03645,1111.0,Appalachian St.,97.629,103.636,0.334763,46.9,50.0,17.7,19.8,28.2,30.2,65.1812,-7.63814
2021,1411,1291,1411.0,Texas Southern,98.0985,103.377,0.35373,47.7,46.8,20.8,19.3,32.4,26.4,71.1344,-4.34724,1291.0,Mount St. Mary's,95.3077,100.931,0.340895,48.6,45.4,20.1,16.0,31.3,24.9,61.6571,-7.22515
2021,1417,1277,1417.0,UCLA,115.948,95.5723,0.902253,52.0,50.4,15.7,17.5,30.5,25.1,63.7093,2.63889,1277.0,Michigan St.,106.844,94.6874,0.800437,48.1,48.0,18.8,15.2,30.5,26.4,68.3992,1.1704
2021,1116,1159,1116.0,Arkansas,109.759,91.413,0.891223,50.7,47.9,17.1,20.1,31.7,26.5,72.5146,4.56412,1159.0,Colgate,110.428,100.392,0.749442,56.6,45.8,14.7,16.3,28.2,25.3,71.6788,0.369841
2021,1124,1216,1124.0,Baylor,124.885,92.9193,0.967708,56.5,48.9,16.5,24.4,37.3,30.6,67.7334,6.69108,1216.0,Hartford,97.0844,99.146,0.439881,49.9,47.7,19.6,20.1,24.7,29.0,67.0408,-4.86792
2021,1196,1439,1196.0,Florida,110.221,94.4037,0.85588,53.1,47.8,21.2,20.2,31.0,30.6,68.2256,1.18038,1439.0,Virginia Tech,109.479,94.9738,0.836793,52.3,48.9,17.3,17.9,27.8,24.4,66.1083,0.88893
2021,1222,1156,1222.0,Houston,119.127,91.2658,0.955375,50.4,43.9,16.2,21.1,39.8,27.9,64.2948,4.0483,1156.0,Cleveland St.,100.498,101.824,0.462371,50.5,49.1,18.6,20.1,30.7,32.5,65.9943,-2.66908
2021,1228,1180,1228.0,Illinois,116.916,90.6492,0.949131,55.6,46.5,18.1,16.1,32.2,22.1,70.4505,8.81379,1180.0,Drexel,106.704,104.804,0.551479,53.3,50.1,19.4,15.9,28.7,24.1,64.0715,-4.48358
2021,1260,1210,1260.0,Loyola Chicago,109.663,89.1958,0.914955,55.7,47.2,18.3,21.5,27.1,20.9,63.4473,1.84705,1210.0,Georgia Tech,113.785,96.1774,0.873614,54.1,52.4,16.1,22.7,24.4,30.4,67.2583,1.84549
2021,1317,1345,1317.0,North Texas,105.733,96.1865,0.748053,53.8,46.4,19.9,20.9,28.0,27.7,62.8699,-2.42007,1345.0,Purdue,112.334,94.3036,0.882047,51.0,48.8,18.6,16.8,32.8,24.3,66.2641,3.72775
2021,1329,1251,1329.0,Oklahoma St.,108.501,92.2591,0.865857,51.2,47.1,20.9,19.7,31.3,30.1,72.0105,4.84779,1251.0,Liberty,109.022,101.209,0.701654,56.9,47.8,16.0,17.4,23.2,22.8,63.3639,-1.68215
2021,1331,1326,1331.0,Oral Roberts,107.797,104.28,0.594226,53.0,50.1,15.5,18.4,22.7,33.5,71.0499,-4.93117,1326.0,Ohio St.,120.409,97.319,0.920443,52.9,48.7,15.5,14.7,29.3,27.0,66.6032,5.99733
2021,1333,1397,1333.0,Oregon St.,111.088,96.8268,0.829212,49.0,48.6,17.6,17.9,29.9,29.9,65.154,0.382396,1397.0,Tennessee,107.655,89.9793,0.887213,49.6,46.3,18.2,22.8,31.3,28.7,66.7364,2.34462
2021,1353,1155,1353.0,Rutgers,106.713,92.0863,0.84492,50.1,47.3,16.8,18.9,27.7,29.7,67.4413,1.74894,1155.0,Clemson,105.872,91.5286,0.842131,50.0,48.7,19.4,21.6,26.6,26.9,64.2062,2.89508
2021,1393,1361,1393.0,Syracuse,113.372,96.8007,0.860234,51.2,48.0,16.4,20.2,29.2,34.0,68.5474,0.533037,1361.0,San Diego St.,111.246,91.5095,0.904305,52.4,47.5,16.7,22.4,30.1,24.3,65.5288,3.07645
2021,1403,1429,1403.0,Texas Tech,111.948,91.8984,0.906326,49.4,47.7,16.0,23.7,33.4,30.0,65.345,0.926593,1429.0,Utah St.,104.324,90.3578,0.839272,49.8,45.6,20.1,19.5,35.3,21.4,68.7413,-1.13157
2021,1437,1457,1437.0,Villanova,118.462,96.8015,0.910698,53.2,51.0,13.7,18.4,27.7,25.7,64.1365,3.06474,1457.0,Winthrop,104.661,97.0938,0.703293,52.6,49.1,19.3,22.0,35.3,22.1,73.3325,0.990974
2021,1452,1287,1452.0,West Virginia,116.149,96.4833,0.894094,48.9,51.0,16.8,21.0,35.9,31.1,69.2055,3.02015,1287.0,Morehead St.,100.13,97.9925,0.561708,52.2,47.4,23.1,17.7,31.5,25.2,65.2326,-1.92539
2021,1458,1314,1458.0,Wisconsin,112.512,91.3479,0.916554,49.9,47.9,13.6,17.3,23.9,25.2,64.5983,2.06071,1314.0,North Carolina,109.067,93.0378,0.861525,48.3,49.1,20.4,19.0,40.9,26.4,71.587,2.44104
2021,1101,1400,1101.0,Abilene Christian,100.538,93.6594,0.693177,51.2,46.0,19.2,26.5,30.6,27.9,69.2719,-1.06077,1400.0,Texas,112.673,93.1138,0.899593,52.9,46.0,20.7,17.8,31.1,27.5,68.6542,4.15803
2021,1104,1233,1104.0,Alabama,111.947,89.6721,0.927674,51.7,45.8,18.6,20.5,32.2,29.2,73.3149,6.88226,1233.0,Iona,100.872,98.9521,0.555024,50.7,46.0,22.5,19.7,32.6,26.9,67.8054,-3.19033
2021,1160,1207,1160.0,Colorado,115.689,92.496,0.929107,52.4,47.9,17.1,19.8,30.8,25.5,66.0712,4.86527,1207.0,Georgetown,108.671,94.7086,0.829413,49.4,48.9,21.5,16.2,32.2,26.9,69.6053,-1.09642
2021,1166,1364,1166.0,Creighton,112.587,93.63,0.892866,55.0,47.0,15.7,17.9,24.6,28.3,68.6286,3.2547,1364.0,UC Santa Barbara,108.387,97.5121,0.77134,52.6,47.8,16.4,20.5,28.2,24.3,65.3456,0.123402
