Season,WTeamID,LTeamID,TeamID_W,Team_W,AdjOE_W,AdjDE_W,BARTHAG_W,EFG%_W,EFGD%_W,TOR_W,TORD_W,ORB_W,DRB_W,ADJ T_W,WAB_W,TeamID_L,Team_L,AdjOE_L,AdjDE_L,BARTHAG_L,EFG%_L,EFGD%_L,TOR_L,TORD_L,ORB_L,DRB_L,ADJ T_L,WAB_L
2013,1299,1251,1299.0,North Carolina A&T,92.0364,96.9777,0.354022,45.7,45.2,22.7,23.4,29.8,33.2,65.5175,-11.2703,1251.0,Liberty,101.595,110.838,0.268662,48.5,47.8,19.8,15.1,29.0,32.6,64.3805,-15.3368
2013,1388,1292,1388.0,Saint Mary's,115.252,96.3587,0.88685,53.7,47.1,18.3,17.9,36.9,25.0,63.4614,2.68975,1292.0,Middle Tennessee,106.607,92.202,0.841498,51.1,44.4,20.7,23.6,36.5,29.0,63.5129,0.954778
2013,1241,1254,1241.0,James Madison,99.9201,100.786,0.475217,47.6,48.7,17.2,21.1,29.6,31.1,62.833,-8.64954,1254.0,LIU,109.606,112.528,0.424954,54.4,52.6,20.3,18.4,35.2,33.5,67.9349,0.0
2013,1247,1129,1247.0,La Salle,113.237,97.7215,0.844831,51.9,49.3,17.1,21.3,29.0,34.2,64.6699,0.473365,1129.0,Boise St.,113.197,98.7964,0.827046,51.8,51.4,18.4,20.0,30.3,24.4,64.8842,-0.110169
2013,1112,1125,1112.0,Arizona,115.655,93.7451,0.917994,52.5,46.6,19.5,19.8,35.0,26.7,65.4705,4.58095,1125.0,Belmont,110.348,97.4142,0.807468,56.5,48.0,19.6,25.0,29.7,34.2,66.0018,0.348038
2013,1139,1137,1139.0,Butler,110.359,94.55,0.855452,50.7,46.7,20.2,17.4,35.9,26.3,63.3078,4.79787,1137.0,Bucknell,106.143,94.4384,0.793099,49.6,42.5,15.1,14.1,29.3,24.3,62.0692,1.24927
2013,1143,1424,1143.0,California,106.529,93.8626,0.810871,48.0,44.3,18.9,16.8,32.5,30.7,65.1687,0.518955,1424.0,UNLV,105.866,89.8038,0.869013,48.9,44.1,20.2,18.5,33.3,27.1,67.9506,1.83159
2013,1161,1281,1161.0,Colorado St.,117.779,99.9118,0.868984,49.2,48.6,17.2,16.5,41.4,23.2,63.45,1.96988,1281.0,Missouri,114.562,96.6339,0.876229,51.2,46.1,18.9,17.6,38.7,28.6,66.2946,1.25666
2013,1211,1380,1211.0,Gonzaga,120.086,91.6294,0.957314,54.9,44.9,17.2,20.8,37.8,29.8,63.7873,7.7802,1380.0,Southern,96.9244,98.209,0.462219,49.1,41.9,16.8,20.2,26.2,31.1,63.6464,-5.52671
2013,1217,1307,1217.0,Harvard,106.694,101.274,0.645536,54.3,49.2,20.8,20.9,25.6,31.4,63.401,-2.50952,1307.0,New Mexico,108.215,92.566,0.857689,48.4,45.9,17.6,19.5,29.3,27.6,64.0999,6.99381
2013,1257,1299,1257.0,Louisville,117.042,86.0289,0.971813,50.6,44.8,18.3,27.0,38.2,33.3,65.7984,8.9697,1299.0,North Carolina A&T,92.0364,96.9777,0.354022,45.7,45.2,22.7,23.4,29.8,33.2,65.5175,-11.2703
2013,1266,1172,1266.0,Marquette,114.014,94.6874,0.894354,49.6,46.2,20.9,19.5,38.4,33.1,63.2671,4.46165,1172.0,Davidson,112.145,99.5008,0.798298,53.1,45.3,17.0,18.8,29.0,28.5,63.9154,-1.24957
2013,1272,1388,1272.0,Memphis,107.541,91.5013,0.865,52.4,45.5,20.7,22.1,35.6,31.1,67.9472,4.73912,1388.0,Saint Mary's,115.252,96.3587,0.88685,53.7,47.1,18.3,17.9,36.9,25.0,63.4614,2.68975
2013,1276,1355,1276.0,Michigan,122.572,95.258,0.947811,54.6,48.0,14.6,18.7,32.5,29.4,63.4555,6.18849,1355.0,South Dakota St.,111.146,104.952,0.659144,53.3,51.2,16.4,17.1,28.9,26.1,62.6175,-3.02694
2013,1277,1434,1277.0,Michigan St.,112.384,89.2784,0.933815,50.6,44.5,20.8,19.2,36.1,27.6,63.0572,6.68896,1434.0,Valparaiso,109.929,99.6667,0.755298,55.7,46.2,21.8,19.5,31.2,28.2,64.2908,-0.59637
2013,1332,1329,1332.0,Oregon,105.943,90.0912,0.865746,49.3,46.4,21.4,22.0,35.8,27.2,67.8438,2.89901,1329.0,Oklahoma St.,108.837,90.4084,0.894105,48.8,44.5,18.2,21.7,31.3,30.8,65.9738,3.17703
2013,1387,1308,1387.0,Saint Louis,109.166,88.8719,0.914142,50.4,45.5,17.6,23.6,27.9,29.1,63.3163,3.89119,1308.0,New Mexico St.,103.866,96.5833,0.697632,49.3,45.4,21.9,18.6,36.9,29.8,63.7452,-2.85612
2013,1393,1285,1393.0,Syracuse,113.842,88.4496,0.947964,49.0,42.6,18.9,23.6,38.8,34.5,64.0164,5.12439,1285.0,Montana,103.028,103.071,0.498809,52.9,48.6,19.1,18.3,25.1,30.5,62.5573,-1.24648
2013,1433,1103,1433.0,VCU,115.01,93.4233,0.916104,51.3,49.9,16.9,28.5,36.6,34.7,66.786,2.70952,1103.0,Akron,104.792,95.718,0.739147,51.0,44.6,20.8,20.2,37.6,30.5,65.1137,0.557875
2013,1455,1338,1455.0,Wichita St.,111.868,92.4275,0.899822,50.0,45.3,19.4,20.0,38.0,26.5,63.6881,2.33284,1338.0,Pittsburgh,114.056,92.681,0.915799,51.7,44.6,18.1,22.0,40.4,30.0,58.937,3.11138
2013,1166,1153,1166.0,Creighton,117.651,96.433,0.9078,58.2,45.9,18.9,16.1,28.8,27.2,63.8818,3.59656,1153.0,Cincinnati,105.544,89.8601,0.864134,46.2,43.3,19.4,20.3,38.7,29.8,64.1509,1.68697
2013,1181,1107,1181.0,Duke,119.535,92.9949,0.947213,53.9,45.5,15.6,20.4,28.8,32.3,66.4483,7.60125,1107.0,Albany,102.646,100.389,0.563562,49.6,48.3,21.2,19.9,31.7,28.2,61.8716,-4.34345
2013,1195,1207,1195.0,Florida Gulf Coast,104.764,97.4718,0.696298,51.6,46.9,21.0,22.1,32.5,32.8,67.7746,-3.87037,1207.0,Georgetown,108.662,86.5317,0.932066,51.1,43.0,20.1,22.4,30.4,31.0,61.131,6.5108
2013,1196,1322,1196.0,Florida,116.885,87.1326,0.967016,55.2,43.3,17.8,22.5,34.2,28.4,61.4503,4.19843,1322.0,Northwestern St.,106.233,103.341,0.5787,49.0,47.8,19.2,21.7,34.8,37.3,71.6623,-2.97111
2013,1228,1160,1228.0,Illinois,110.835,94.2458,0.865825,47.5,48.7,17.6,21.7,33.6,33.0,64.7437,2.37907,1160.0,Colorado,106.079,91.6942,0.842348,48.3,45.9,20.0,19.4,33.6,30.4,64.1924,1.42056
2013,1231,1241,1231.0,Indiana,121.987,91.1856,0.965996,54.7,44.0,19.3,20.9,39.0,31.4,66.4281,7.73016,1241.0,James Madison,99.9201,100.786,0.475217,47.6,48.7,17.2,21.1,29.6,31.1,62.833,-8.64954
2013,1235,1323,1235.0,Iowa St.,118.254,99.7902,0.875698,53.8,48.0,18.5,18.6,34.2,28.5,68.2244,0.748241,1323.0,Notre Dame,114.109,96.9317,0.867171,52.2,46.8,17.6,16.0,34.0,29.5,60.3074,3.83744
2013,1242,1443,1242.0,Kansas,112.757,87.631,0.947807,53.3,41.5,20.3,18.4,33.8,29.3,66.3472,7.52516,1443.0,Western Kentucky,101.597,101.638,0.498828,48.6,47.9,22.2,20.8,34.8,30.7,64.6253,-8.14596
2013,1247,1243,1247.0,La Salle,113.237,97.7215,0.844831,51.9,49.3,17.1,21.3,29.0,34.2,64.6699,0.473365,1243.0,Kansas St.,114.344,95.9339,0.882758,49.1,47.5,18.2,22.2,38.5,33.8,61.651,5.4068
2013,1274,1334,1274.0,Miami FL,113.595,92.4246,0.914657,51.9,45.7,16.7,18.4,31.3,28.4,61.672,6.35471,1334.0,Pacific,106.051,102.498,0.596729,50.5,50.0,17.8,20.0,29.2,30.8,62.0135,-4.96733
2013,1278,1417,1278.0,Minnesota,113.668,94.0543,0.898277,49.3,45.6,21.6,20.2,43.6,33.2,62.793,2.09533,1417.0,UCLA,111.18,96.3457,0.838469,49.1,47.5,15.8,19.9,30.7,34.0,68.285,3.34004
2013,1279,1458,1279.0,Mississippi,111.209,96.9858,0.828311,49.1,46.4,15.9,21.5,34.1,31.8,69.5174,1.67569,1458.0,Wisconsin,108.202,85.8802,0.934442,48.6,43.0,15.7,18.0,32.6,26.9,60.5899,4.57203
2013,1314,1437,1314.0,North Carolina,112.732,94.5461,0.883206,49.3,48.0,17.2,21.5,34.6,31.6,70.0175,2.55431,1437.0,Villanova,106.444,92.1321,0.840306,47.3,47.3,22.9,22.0,33.1,29.5,66.4031,0.303493
2013,1326,1233,1326.0,Ohio St.,114.72,90.8886,0.935711,50.6,45.4,16.2,20.7,31.8,28.2,63.922,7.15407,1233.0,Iona,114.123,106.236,0.694994,52.1,51.6,17.1,19.3,32.8,33.4,69.9889,-5.67226
2013,1361,1328,1361.0,San Diego St.,107.132,90.9348,0.86819,48.5,44.7,18.1,18.2,31.8,27.9,65.4809,0.492789,1328.0,Oklahoma,111.799,97.1674,0.83384,47.8,47.4,17.5,19.6,33.2,31.5,65.3834,0.376593
2013,1396,1301,1396.0,Temple,111.898,98.2902,0.816246,49.0,49.0,15.9,20.1,30.8,31.4,65.4545,1.56658,1301.0,N.C. State,116.386,99.5656,0.857552,54.2,46.8,18.0,16.6,34.7,32.6,66.7357,0.0
2013,1112,1217,1112.0,Arizona,115.655,93.7451,0.917994,52.5,46.6,19.5,19.8,35.0,26.7,65.4705,4.58095,1217.0,Harvard,106.694,101.274,0.645536,54.3,49.2,20.8,20.9,25.6,31.4,63.401,-2.50952
2013,1257,1161,1257.0,Louisville,117.042,86.0289,0.971813,50.6,44.8,18.3,27.0,38.2,33.3,65.7984,8.9697,1161.0,Colorado St.,117.779,99.9118,0.868984,49.2,48.6,17.2,16.5,41.4,23.2,63.45,1.96988
2013,1266,1139,1266.0,Marquette,114.014,94.6874,0.894354,49.6,46.2,20.9,19.5,38.4,33.1,63.2671,4.46165,1139.0,Butler,110.359,94.55,0.855452,50.7,46.7,20.2,17.4,35.9,26.3,63.3078,4.79787
2013,1276,1433,1276.0,Michigan,122.572,95.258,0.947811,54.6,48.0,14.6,18.7,32.5,29.4,63.4555,6.18849,1433.0,VCU,115.01,93.4233,0.916104,51.3,49.9,16.9,28.5,36.6,34.7,66.786,2.70952
2013,1277,1272,1277.0,Michigan St.,112.384,89.2784,0.933815,50.6,44.5,20.8,19.2,36.1,27.6,63.0572,6.68896,1272.0,Memphis,107.541,91.5013,0.865,52.4,45.5,20.7,22.1,35.6,31.1,67.9472,4.73912
2013,1332,1387,1332.0,Oregon,105.943,90.0912,0.865746,49.3,46.4,21.4,22.0,35.8,27.2,67.8438,2.89901,1387.0,Saint Louis,109.166,88.8719,0.914142,50.4,45.5,17.6,23.6,27.9,29.1,63.3163,3.89119
2013,1393,1143,1393.0,Syracuse,113.842,88.4496,0.947964,49.0,42.6,18.9,23.6,38.8,34.5,64.0164,5.12439,1143.0,California,106.529,93.8626,0.810871,48.0,44.3,18.9,16.8,32.5,30.7,65.1687,0.518955
2013,1455,1211,1455.0,Wichita St.,111.868,92.4275,0.899822,50.0,45.3,19.4,20.0,38.0,26.5,63.6881,2.33284,1211.0,Gonzaga,120.086,91.6294,0.957314,54.9,44.9,17.2,20.8,37.8,29.8,63.7873,7.7802
2013,1181,1166,1181.0,Duke,119.535,92.9949,0.947213,53.9,45.5,15.6,20.4,28.8,32.3,66.4483,7.60125,1166.0,Creighton,117.651,96.433,0.9078,58.2,45.9,18.9,16.1,28.8,27.2,63.8818,3.59656
2013,1195,1361,1195.0,Florida Gulf Coast,104.764,97.4718,0.696298,51.6,46.9,21.0,22.1,32.5,32.8,67.7746,-3.87037,1361.0,San Diego St.,107.132,90.9348,0.86819,48.5,44.7,18.1,18.2,31.8,27.9,65.4809,0.492789
2013,1196,1278,1196.0,Florida,116.885,87.1326,0.967016,55.2,43.3,17.8,22.5,34.2,28.4,61.4503,4.19843,1278.0,Minnesota,113.668,94.0543,0.898277,49.3,45.6,21.6,20.2,43.6,33.2,62.793,2.09533
2013,1231,1396,1231.0,Indiana,121.987,91.1856,0.965996,54.7,44.0,19.3,20.9,39.0,31.4,66.4281,7.73016,1396.0,Temple,111.898,98.2902,0.816246,49.0,49.0,15.9,20.1,30.8,31.4,65.4545,1.56658
2013,1242,1314,1242.0,Kansas,112.757,87.631,0.947807,53.3,41.5,20.3,18.4,33.8,29.3,66.3472,7.52516,1314.0,North Carolina,112.732,94.5461,0.883206,49.3,48.0,17.2,21.5,34.6,31.6,70.0175,2.55431
2013,1247,1279,1247.0,La Salle,113.237,97.7215,0.844831,51.9,49.3,17.1,21.3,29.0,34.2,64.6699,0.473365,1279.0,Mississippi,111.209,96.9858,0.828311,49.1,46.4,15.9,21.5,34.1,31.8,69.5174,1.67569
2013,1274,1228,1274.0,Miami FL,113.595,92.4246,0.914657,51.9,45.7,16.7,18.4,31.3,28.4,61.672,6.35471,1228.0,Illinois,110.835,94.2458,0.865825,47.5,48.7,17.6,21.7,33.6,33.0,64.7437,2.37907
2013,1326,1235,1326.0,Ohio St.,114.72,90.8886,0.935711,50.6,45.4,16.2,20.7,31.8,28.2,63.922,7.15407,1235.0,Iowa St.,118.254,99.7902,0.875698,53.8,48.0,18.5,18.6,34.2,28.5,68.2244,0.748241
2013,1266,1274,1266.0,Marquette,114.014,94.6874,0.894354,49.6,46.2,20.9,19.5,38.4,33.1,63.2671,4.46165,1274.0,Miami FL,113.595,92.4246,0.914657,51.9,45.7,16.7,18.4,31.3,28.4,61.672,6.35471
2013,1326,1112,1326.0,Ohio St.,114.72,90.8886,0.935711,50.6,45.4,16.2,20.7,31.8,28.2,63.922,7.15407,1112.0,Arizona,115.655,93.7451,0.917994,52.5,46.6,19.5,19.8,35.0,26.7,65.4705,4.58095
2013,1393,1231,1393.0,Syracuse,113.842,88.4496,0.947964,49.0,42.6,18.9,23.6,38.8,34.5,64.0164,5.12439,1231.0,Indiana,121.987,91.1856,0.965996,54.7,44.0,19.3,20.9,39.0,31.4,66.4281,7.73016
2013,1455,1247,1455.0,Wichita St.,111.868,92.4275,0.899822,50.0,45.3,19.4,20.0,38.0,26.5,63.6881,2.33284,1247.0,La Salle,113.237,97.7215,0.844831,51.9,49.3,17.1,21.3,29.0,34.2,64.6699,0.473365
2013,1181,1277,1181.0,Duke,119.535,92.9949,0.947213,53.9,45.5,15.6,20.4,28.8,32.3,66.4483,7.60125,1277.0,Michigan St.,112.384,89.2784,0.933815,50.6,44.5,20.8,19.2,36.1,27.6,63.0572,6.68896
2013,1196,1195,1196.0,Florida,116.885,87.1326,0.967016,55.2,43.3,17.8,22.5,34.2,28.4,61.4503,4.19843,1195.0,Florida Gulf Coast,104.764,97.4718,0.696298,51.6,46.9,21.0,22.1,32.5,32.8,67.7746,-3.87037
2013,1257,1332,1257.0,Louisville,117.042,86.0289,0.971813,50.6,44.8,18.3,27.0,38.2,33.3,65.7984,8.9697,1332.0,Oregon,105.943,90.0912,0.865746,49.3,46.4,21.4,22.0,35.8,27.2,67.8438,2.89901
2013,1276,1242,1276.0,Michigan,122.572,95.258,0.947811,54.6,48.0,14.6,18.7,32.5,29.4,63.4555,6.18849,1242.0,Kansas,112.757,87.631,0.947807,53.3,41.5,20.3,18.4,33.8,29.3,66.3472,7.52516
2013,1393,1266,1393.0,Syracuse,113.842,88.4496,0.947964,49.0,42.6,18.9,23.6,38.8,34.5,64.0164,5.12439,1266.0,Marquette,114.014,94.6874,0.894354,49.6,46.2,20.9,19.5,38.4,33.1,63.2671,4.46165
2013,1455,1326,1455.0,Wichita St.,111.868,92.4275,0.899822,50.0,45.3,19.4,20.0,38.0,26.5,63.6881,2.33284,1326.0,Ohio St.,114.72,90.8886,0.935711,50.6,45.4,16.2,20.7,31.8,28.2,63.922,7.15407
